0	1	2	3	4	5	6	7	8	9	10	11
0	6	3	6	0	10	3	0	3	10	3	10
0	16	16	19	0	19	17	0	17	19	0	19
17	0	22	22	0	20	17	0	17	18	17	0
0	40	22	22	0	36	35	0	33	17	32	32
29	0	27	27	0	27	33	0	33	33	27	0
0	15	16	16	0	16	15	0	15	0	0	14
0	30	45	45	0	43	30	0	30	0	41	41
14	12	12	12	0	12	14	14	14	11	11	15
14	6	6	6	0	6	14	0	14	0	14	0
5	5	5	5	0	5	25	4	27	5	0	5
25	25	24	25	0	25	23	0	22	0	0	0
0	6	5	5	0	10	9	0	9	6	9	10
3	0	3	3	0	3	9	0	9	1	9	0
0	12	12	15	0	14	12	0	12	11	11	0
0	14	7	14	0	14	8	0	8	14	8	0
0	24	14	14	0	14	31	0	29	14	0	15
9	0	17	17	0	17	9	17	9	17	17	9
20	0	21	23	0	25	20	0	18	24	18	25
14	14	14	14	0	14	3	0	3	14	14	3
0	0	29	21	0	21	28	0	29	21	21	21
33	0	13	13	0	14	37	0	36	14	15	0
10	0	10	1	0	1	8	0	8	1	8	8
19	8	8	8	0	9	19	0	18	9	0	16
0	7	20	20	0	20	0	0	7	21	7	7
0	30	30	30	0	30	47	0	47	0	47	0
12	11	11	11	0	11	11	0	11	11	11	0
27	29	30	28	0	29	26	0	26	26	30	30
0	18	25	25	0	25	19	0	19	0	26	0
32	32	16	16	0	16	32	0	32	17	17	0
7	0	8	8	0	8	14	0	0	8	0	0
0	47	15	15	0	0	58	0	57	13	0	52
0	24	21	21	0	21	20	0	20	0	20	0
24	0	24	24	0	24	20	0	20	20	23	23
25	28	25	25	0	27	29	0	29	0	29	0
24	25	18	19	24	15	24	0	24	14	0	0
17	0	16	16	0	17	16	0	16	13	0	0
15	0	16	16	0	16	15	0	14	0	16	15
31	0	29	29	0	31	32	0	32	0	0	0
11	11	3	3	0	3	10	0	10	3	4	3
19	0	19	19	0	19	19	0	10	19	10	10
9	0	21	21	0	0	10	0	10	22	22	11
31	29	14	14	0	13	31	0	31	0	0	31
34	0	35	35	0	36	41	0	40	40	35	0
0	0	31	31	0	30	39	0	39	0	0	43
38	0	37	38	0	39	28	0	28	0	28	0
39	31	0	38	0	38	31	0	31	0	38	38
6	6	32	33	0	32	13	0	13	13	33	0
0	0	0	51	0	52	19	0	20	44	0	0
24	0	0	16	0	16	24	0	22	0	16	16
12	0	12	12	0	12	18	0	17	17	0	16
0	24	0	24	0	24	24	0	24	17	0	18
0	0	18	19	0	19	19	0	29	18	17	27
27	0	26	27	0	27	45	0	45	0	0	27
9	0	28	28	0	28	13	0	12	12	26	12
18	39	40	40	0	40	0	0	18	42	42	0
0	19	19	19	0	19	28	0	28	18	0	0
17	0	17	17	0	18	18	0	24	20	20	0
0	40	39	40	0	0	40	0	40	36	0	0
0	45	40	40	0	40	44	0	44	40	0	40
10	16	0	10	0	10	18	0	18	18	10	10
0	9	7	7	7	7	15	0	15	7	15	7
7	0	7	7	0	7	7	0	3	7	7	0
15	22	15	17	0	17	16	0	22	17	17	0
15	0	15	14	0	15	9	0	9	15	9	0
0	0	15	15	0	15	30	0	30	31	17	0
10	10	10	10	0	12	0	0	12	10	10	10
6	5	6	5	0	5	5	0	4	5	5	5
31	0	32	33	0	32	8	0	8	33	0	32
0	0	30	30	0	30	22	0	22	21	34	21
24	0	24	26	0	26	26	0	30	26	0	30
9	9	9	9	0	8	13	0	12	0	8	9
10	3	10	3	0	3	10	0	6	3	6	0
19	0	19	17	0	17	19	0	19	16	16	0
0	17	18	17	0	17	20	0	22	22	0	17
0	27	33	33	0	33	27	0	27	27	0	29
19	0	19	19	0	19	41	18	41	19	41	19
30	0	31	31	0	31	41	0	39	0	32	0
0	22	26	26	0	26	24	0	24	26	26	27
0	17	0	19	0	18	13	0	14	18	22	13
0	0	0	40	0	42	29	0	28	43	0	28
21	20	20	20	0	20	23	0	18	0	20	20
13	0	15	15	0	15	7	0	7	15	0	15
22	0	22	23	0	23	30	0	30	23	23	23
0	18	0	18	0	18	17	0	17	18	18	0
29	30	31	30	0	17	14	0	14	28	0	27
16	16	8	8	16	8	17	0	17	9	17	9
28	0	30	30	0	31	22	0	21	20	0	19
14	0	0	46	0	44	14	0	14	14	0	45
16	31	16	0	0	17	26	0	26	0	21	26
21	19	17	17	0	17	19	0	19	17	19	0
16	0	16	16	0	16	15	0	15	15	15	0
22	53	22	53	0	53	22	0	21	0	0	54
11	11	11	11	0	11	20	0	19	0	19	19
4	0	4	4	0	4	14	0	14	0	4	0
14	0	14	14	0	14	7	0	0	14	14	7
0	6	6	7	0	9	35	0	35	0	35	12
0	6	6	6	0	6	0	0	17	6	0	0
13	0	0	15	0	15	13	0	13	15	15	0
0	34	36	36	0	36	30	0	28	34	0	31
0	15	9	9	0	9	21	10	21	11	11	0
26	0	40	40	0	39	25	0	26	36	0	28
0	14	14	46	0	47	13	0	12	0	0	46
5	19	4	4	0	0	19	0	19	7	19	7
7	9	7	7	0	7	9	7	9	6	0	6
0	0	25	29	0	29	16	0	16	0	0	27
0	43	0	23	0	21	42	0	42	20	0	20
0	0	16	16	18	16	18	0	18	17	19	19
24	14	26	26	0	26	14	0	14	14	13	0
0	6	25	25	0	25	7	0	7	7	0	7
17	17	29	15	0	16	29	0	30	30	17	30
0	62	62	62	0	62	43	0	44	0	43	0
13	22	18	14	0	13	18	0	19	0	17	0
19	0	30	30	0	30	17	0	17	30	0	30
0	4	11	11	0	13	3	0	4	13	13	0
0	20	20	20	0	0	14	0	9	19	9	9
0	25	9	9	0	9	25	0	25	7	0	7
19	0	20	21	0	22	31	0	30	30	0	28
51	0	54	54	0	53	55	0	55	0	51	0
0	6	6	6	0	6	19	0	19	6	0	6
30	29	12	12	0	12	29	0	29	12	0	13
45	0	14	14	0	14	44	0	46	0	0	14
34	33	16	16	0	16	16	0	33	16	0	16
0	9	9	8	24	9	24	0	24	9	24	9
0	15	15	15	0	15	16	0	16	16	0	16
54	0	0	21	0	22	53	0	53	22	53	22
6	0	6	6	0	6	6	0	6	7	0	0
8	8	7	7	0	7	4	0	4	6	0	6
0	0	28	28	0	30	38	0	39	29	0	0
0	50	0	1	0	5	50	0	50	5	5	5
46	0	0	12	0	13	47	0	46	14	14	0
12	12	11	7	0	7	4	0	4	8	8	4
27	0	0	16	0	16	29	0	29	25	0	0
0	13	14	14	0	14	26	0	26	26	14	24
7	0	7	7	0	7	25	0	25	25	6	0
30	17	30	30	0	29	16	0	15	29	17	17
16	16	16	16	0	16	15	0	15	0	16	16
0	22	29	29	0	0	21	0	20	33	0	33
37	37	21	21	0	21	38	0	38	38	21	21
0	33	51	54	0	54	32	0	33	50	34	35
28	6	0	6	0	6	24	0	24	0	0	0
19	19	20	20	0	20	19	0	19	19	0	19
0	0	16	16	0	16	20	0	18	18	14	14
32	0	31	31	0	31	9	0	9	9	9	9
27	9	27	26	0	26	10	23	10	23	23	10
17	0	3	3	0	3	19	3	19	3	3	3
0	24	0	20	0	22	24	0	24	0	0	23
13	22	0	24	0	24	14	0	14	24	24	24
0	23	30	30	0	29	23	23	24	28	24	28
8	13	13	8	0	8	13	0	13	9	9	9
33	33	34	34	0	33	33	0	43	33	0	45
18	4	18	19	0	19	4	4	4	20	20	0
0	13	13	13	0	12	11	0	11	14	10	10
29	0	29	32	0	0	35	0	35	33	0	33
0	30	36	34	0	34	26	0	26	32	0	0
0	5	5	5	0	3	10	0	10	10	10	10
17	39	39	39	0	39	18	0	18	0	0	34
13	0	0	14	0	14	11	0	11	13	11	13
0	0	11	12	0	12	13	0	0	12	12	0
0	10	20	20	0	20	10	0	9	20	0	20
24	15	24	24	16	24	16	0	16	24	16	24
0	0	7	7	0	7	3	0	3	0	0	7
0	13	13	13	0	0	18	0	18	12	0	11
0	24	0	24	0	24	18	0	18	24	0	26
18	0	18	18	0	19	18	18	18	20	20	18
0	2	13	13	0	13	3	0	4	4	0	0
34	13	28	29	0	29	13	0	13	29	0	0
0	28	29	29	0	29	37	0	37	0	36	28
9	0	13	13	0	0	9	0	9	12	0	13
8	8	8	8	9	8	9	0	9	8	9	0
11	10	11	11	10	11	10	0	11	11	0	11
18	18	20	21	0	21	17	0	18	23	0	21
0	51	21	21	0	21	49	0	47	45	0	45
9	9	29	9	0	9	28	0	24	8	0	8
28	0	24	8	0	8	24	0	26	9	0	8
8	0	8	8	0	8	26	24	24	12	12	12
40	40	14	14	0	14	41	0	40	39	10	0
20	21	21	21	0	21	21	0	22	21	21	0
2	0	4	4	2	3	2	0	2	3	3	0
17	20	20	20	0	21	16	0	16	21	0	21
21	21	38	38	0	38	21	0	21	21	37	37
0	0	0	24	0	24	6	0	6	0	6	28
19	0	19	19	0	19	20	0	20	20	19	19
14	14	18	18	0	20	16	0	16	16	0	0
9	9	9	9	0	9	31	0	31	31	0	32
23	0	0	24	0	24	22	0	20	0	24	0
9	9	9	13	0	13	8	0	8	13	13	8
23	24	23	24	24	24	24	0	24	25	24	0
5	5	13	13	0	13	5	5	5	11	5	5
10	10	10	10	0	10	3	0	5	5	5	0
19	5	5	5	0	6	18	0	17	6	6	0
13	11	13	11	0	11	14	0	14	0	0	13
37	0	19	19	0	19	35	0	37	19	0	40
10	0	9	20	0	9	20	0	20	9	20	20
0	19	12	12	0	12	21	0	21	0	13	13
0	40	38	38	0	39	39	0	40	0	39	0
8	0	21	21	0	21	10	0	9	21	21	22
26	63	0	64	0	66	23	0	23	63	0	23
7	0	0	3	0	3	7	0	7	7	0	0
0	29	30	30	0	0	33	0	33	29	0	32
0	0	18	19	0	19	33	0	19	19	0	19
0	0	2	2	0	2	15	0	14	2	0	2
0	0	4	4	0	3	13	0	13	13	2	0
0	39	17	0	0	17	39	0	39	17	0	37
6	1	1	1	6	1	6	0	6	1	6	6
0	6	13	13	0	0	5	0	5	13	5	0
0	0	21	25	0	25	15	25	15	25	0	25
45	0	45	47	0	49	21	0	21	21	51	0
8	0	8	24	0	28	9	0	9	29	9	9
8	0	9	26	0	24	8	0	8	24	0	28
0	10	39	40	0	41	14	0	14	14	40	40
0	26	24	24	26	24	26	0	26	25	0	25
0	0	0	22	0	22	36	0	35	19	19	0
