0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
0	54	29	0	54	0	29	29	29	0	57	28	0	0	0
0	15	29	0	0	0	30	0	30	0	16	29	0	30	30
0	7	26	0	0	0	29	0	29	0	7	29	0	29	30
0	54	0	0	51	0	60	0	0	0	48	63	0	0	0
48	0	0	0	47	0	49	0	48	0	45	49	0	0	0
29	0	29	0	14	0	32	0	32	0	14	32	0	31	0
5	2	26	0	7	0	11	1	4	2	7	28	0	7	7
0	10	0	0	10	0	25	0	24	0	9	9	0	0	0
0	34	41	0	0	0	39	0	40	0	29	4	2	0	0
0	14	7	0	14	0	4	0	7	6	13	7	0	7	13
0	30	20	3	3	0	20	0	20	0	30	20	20	0	20
34	0	6	0	53	0	37	0	37	0	56	37	0	0	0
0	46	0	0	44	0	37	0	36	0	41	39	33	0	34
39	0	0	0	38	0	26	0	26	0	37	0	0	30	0
0	27	27	0	44	0	27	0	27	0	44	24	0	43	0
35	0	34	0	33	0	33	0	34	0	32	33	0	33	33
0	12	22	0	13	0	28	0	27	0	13	5	0	15	0
0	5	13	0	27	0	28	0	13	0	22	12	0	24	13
29	29	0	0	61	0	26	0	26	0	57	26	0	0	0
7	11	13	0	21	0	24	0	18	0	23	18	19	19	0
19	18	23	0	18	0	24	0	21	0	13	11	7	23	23
17	17	17	0	13	0	17	0	17	0	14	19	0	20	20
10	1	21	0	5	0	5	0	20	0	5	21	0	5	5
0	21	5	0	20	0	5	0	5	0	21	1	10	9	9
0	89	117	0	87	0	118	0	117	0	0	81	119	121	0
119	81	0	0	117	0	118	0	87	0	117	89	0	42	63
0	34	39	0	25	0	31	0	38	0	31	39	0	0	0
0	39	31	0	38	0	31	0	25	0	39	34	0	0	38
0	40	0	0	0	0	24	0	25	0	43	24	0	44	44
21	21	0	0	33	0	27	0	15	0	27	17	0	16	18
48	16	0	0	48	0	47	0	18	0	46	18	0	0	0
0	18	46	0	18	0	47	0	48	0	0	16	48	0	0
0	19	0	0	19	0	33	0	33	0	0	33	33	0	0
0	33	0	0	33	0	21	0	21	0	33	19	0	33	31
13	0	69	0	68	0	55	0	11	0	55	14	0	0	14
0	21	44	0	24	0	46	0	4	4	26	45	0	0	0
27	29	27	0	26	0	26	0	25	0	23	27	0	0	28
28	0	0	0	29	0	26	0	26	0	26	26	0	25	0
46	47	43	0	45	0	36	0	36	0	38	36	36	0	39
0	33	43	18	17	0	43	0	42	0	34	44	0	30	0
53	19	0	0	50	0	18	0	17	0	52	18	0	0	0
24	0	23	0	41	0	27	0	27	0	42	26	0	41	0
0	29	34	0	30	0	30	0	27	0	29	24	0	23	0
0	24	29	0	27	0	30	0	30	0	34	29	0	28	0
2	6	44	0	43	0	42	0	44	0	49	42	0	48	0
0	39	22	0	44	0	22	0	19	0	43	1	3	42	0
32	0	0	0	27	0	31	0	31	0	29	30	0	30	30
0	0	29	0	92	0	28	0	26	0	80	26	0	81	0
0	52	0	0	43	0	52	0	50	0	46	40	0	0	0
22	0	22	0	43	0	43	0	19	0	50	3	5	0	25
35	35	35	0	30	0	37	0	38	0	30	34	0	37	0
0	44	0	0	36	0	43	0	42	0	36	36	0	0	45
36	41	0	0	38	0	45	0	45	0	39	44	44	44	0
0	25	41	0	25	0	41	0	40	0	25	45	0	0	47
0	45	25	0	40	0	41	0	25	0	41	25	0	42	40
0	58	39	0	0	0	32	0	40	0	60	40	40	0	0
0	54	0	0	54	0	47	0	42	0	49	45	0	47	45
8	2	16	0	17	0	22	22	22	0	20	20	22	0	0
18	11	11	0	0	0	10	0	10	0	18	0	3	18	12
15	0	22	0	25	0	13	0	13	0	23	12	0	21	0
31	0	31	9	7	0	0	0	29	0	58	28	0	44	0
0	29	52	0	28	0	53	0	0	0	29	55	0	29	0
0	27	28	0	26	0	29	0	29	0	30	32	0	0	0
0	32	30	0	29	0	29	0	26	0	28	27	0	27	0
55	0	0	0	23	0	53	0	54	0	27	55	0	0	0
27	28	28	0	27	0	27	0	18	0	27	18	27	0	28
27	18	27	0	18	0	27	0	27	0	28	28	27	0	27
21	16	16	0	23	0	15	0	15	0	15	15	16	16	16
0	22	14	0	19	0	17	0	17	0	21	16	16	0	23
16	16	21	0	17	0	17	0	19	0	14	22	0	0	22
29	0	0	0	31	0	24	0	25	0	33	33	0	0	33
0	29	50	0	29	0	50	0	50	0	33	0	0	50	50
0	0	33	0	50	0	50	0	29	0	50	29	0	0	50
0	22	22	0	34	0	35	0	22	0	0	23	23	0	0
23	23	0	0	22	0	35	0	34	0	22	22	0	0	0
37	27	0	0	33	0	31	0	31	0	29	29	29	0	0
0	60	60	0	0	0	59	0	59	0	51	59	0	0	0
25	0	0	0	38	0	30	0	28	0	40	29	0	0	0
51	34	0	0	48	0	34	0	32	0	50	2	6	0	0
10	20	23	0	10	23	23	23	23	0	4	17	16	0	4
10	10	10	0	10	0	23	0	24	0	10	23	0	10	0
0	23	10	0	24	0	23	0	10	0	10	10	10	0	10
35	0	38	0	35	0	36	0	35	0	0	32	0	37	0
0	0	32	0	37	0	0	0	31	0	35	31	30	33	31
0	15	23	0	12	0	14	0	23	0	13	24	12	5	0
12	24	13	0	23	0	14	0	12	0	23	15	0	4	10
0	53	0	0	45	0	53	0	52	0	43	62	60	0	46
1	1	0	0	1	0	39	0	41	0	0	41	0	0	0
0	41	16	0	40	0	16	0	16	0	17	17	0	0	0
0	17	17	0	16	0	16	0	40	0	16	41	0	41	0
0	42	18	0	41	0	19	0	19	0	39	17	0	38	38
0	17	39	0	19	0	19	0	41	0	18	42	0	19	0
21	21	20	0	19	0	28	0	18	0	30	22	21	23	0
11	0	24	0	29	0	13	0	12	0	27	17	0	23	0
0	45	0	0	45	0	18	0	18	0	46	16	16	0	0
0	31	10	0	31	0	10	0	11	0	34	8	32	0	11
32	8	34	0	11	0	10	0	31	0	10	31	0	10	32
12	7	13	0	8	0	13	0	15	0	9	15	9	15	15
9	15	9	0	15	0	13	0	8	0	13	7	12	13	0
41	0	0	0	29	0	39	0	0	0	29	40	0	0	0
0	15	11	0	13	0	16	0	16	0	12	15	16	0	15
18	0	16	0	16	0	15	0	12	0	18	4	6	16	0
12	12	12	0	10	10	12	12	12	0	11	12	12	0	11
30	30	30	0	6	0	30	0	30	0	6	30	0	6	0
0	16	12	0	15	0	12	0	10	0	12	11	11	11	10
0	50	41	0	50	0	49	0	40	0	38	45	0	38	0
0	45	38	0	40	0	49	0	50	0	41	50	0	0	0
2	5	19	0	16	0	16	0	22	0	16	22	22	0	0
22	22	16	0	22	0	16	0	16	0	19	5	2	16	0
0	24	32	0	25	0	25	0	29	0	26	27	0	26	0
0	27	26	0	29	0	25	0	25	0	32	24	0	29	0
0	27	5	0	29	0	6	0	6	0	29	29	29	0	0
29	29	29	0	6	0	6	0	29	0	5	27	0	0	6
0	22	36	0	23	0	23	0	36	0	23	34	0	23	35
0	34	23	0	36	0	23	0	23	0	36	22	0	0	17
0	29	22	22	29	0	22	0	22	0	24	24	26	26	30
38	0	31	32	40	0	32	0	32	0	35	31	0	31	32
0	31	32	0	32	0	32	0	32	32	28	28	30	32	31
0	30	29	0	32	0	31	0	32	0	33	33	29	32	0
0	14	0	0	14	0	17	0	18	0	14	18	0	0	0
16	0	11	0	11	0	17	0	25	0	11	11	0	0	0
22	22	24	0	50	0	51	0	25	0	26	25	24	25	24
24	25	26	0	25	0	51	0	50	0	24	22	22	0	0
0	0	0	0	40	0	60	0	61	0	0	9	8	0	0
15	0	15	0	32	0	12	0	12	0	35	12	15	16	0
4	3	0	0	53	0	0	0	5	0	53	5	0	0	6
0	12	18	2	2	0	14	0	18	0	14	17	0	17	0
0	17	14	0	18	0	14	0	2	2	18	12	0	0	18
0	41	31	0	48	0	48	0	28	0	49	29	0	26	0
0	29	49	0	28	0	48	0	48	0	31	41	0	0	38
11	0	0	0	13	0	11	0	0	4	13	2	4	13	0
18	32	0	0	22	0	32	0	32	0	0	21	17	32	32
12	0	12	0	12	0	0	0	39	0	10	38	0	37	0
43	39	39	0	44	34	35	0	43	0	43	31	31	0	0
18	14	21	0	26	0	25	0	22	0	26	0	22	0	0
22	0	26	0	22	0	25	0	26	0	21	14	18	0	0
0	45	29	0	43	0	43	0	29	0	42	29	0	0	30
0	29	42	0	29	0	43	0	43	0	29	45	0	27	0
0	42	12	5	0	0	14	0	14	0	36	14	13	0	0
0	20	27	12	10	0	28	0	26	0	22	29	0	29	13
0	0	20	0	20	0	38	0	42	0	25	40	41	0	0
0	31	0	0	31	0	11	0	11	0	25	27	10	0	27
0	37	24	0	33	0	24	0	23	0	0	0	23	0	19
23	0	0	0	23	0	24	0	33	0	24	37	0	0	0
0	60	0	0	58	0	45	0	49	0	57	46	0	45	0
46	0	45	0	57	0	44	0	43	0	57	0	44	0	0
0	43	42	0	41	0	43	0	43	0	40	43	0	40	37
37	39	0	0	36	0	36	0	37	0	34	35	0	0	0
0	28	46	0	26	0	48	0	51	0	25	53	0	0	56
0	10	0	0	52	0	10	0	10	0	52	10	0	0	0
0	17	26	0	16	0	15	0	30	0	14	30	0	0	0
0	30	14	0	30	0	15	0	16	0	26	17	0	17	0
0	49	55	0	49	0	49	0	53	0	51	53	0	0	0
0	53	51	0	53	0	49	0	49	0	55	49	0	51	0
24	24	0	0	2	0	2	0	23	0	8	23	8	24	8
0	0	27	0	7	0	7	0	26	0	8	0	0	0	0
0	0	8	0	26	0	7	0	7	0	27	0	0	6	0
0	28	0	0	26	0	55	0	54	0	24	0	0	24	0
0	26	35	0	24	0	0	0	40	0	0	39	39	0	27
39	39	0	0	40	0	0	0	24	0	35	26	0	0	0
47	0	61	0	61	0	49	0	52	0	57	56	0	0	0
0	24	15	0	22	0	17	0	15	0	22	17	0	0	0
0	17	22	0	15	0	17	0	22	0	15	24	0	0	29
0	37	38	0	21	38	38	0	38	0	38	38	38	0	21
38	0	38	0	35	0	35	0	21	0	34	21	21	0	30
21	21	34	0	21	0	35	0	35	0	38	0	38	0	0
52	13	0	0	52	0	52	0	18	0	52	18	0	18	19
0	18	52	0	18	0	52	0	52	0	0	13	52	0	0
9	9	9	0	3	3	9	0	9	0	3	9	10	0	3
0	12	12	0	10	0	7	0	11	0	7	11	0	7	7
0	11	7	0	11	0	7	0	10	0	12	12	0	11	0
0	29	0	0	35	0	30	0	28	0	35	25	0	0	25
0	0	65	0	0	0	68	0	68	0	33	66	0	0	0
36	0	0	0	35	0	34	0	40	0	38	41	0	37	42
0	41	38	0	40	0	34	0	35	0	0	0	36	0	38
0	46	0	0	58	0	43	0	43	0	59	41	0	0	0
0	24	26	0	44	0	26	0	26	0	45	33	0	0	0
0	36	36	0	35	0	19	0	19	0	36	17	36	0	19
0	38	0	0	40	0	19	0	19	0	40	39	39	38	18
4	0	0	0	39	0	8	0	8	0	37	8	0	8	0
21	21	21	0	38	0	21	0	41	0	20	20	20	0	42
38	0	21	0	41	0	20	20	20	0	42	18	0	41	41
0	23	23	0	0	0	24	0	24	0	86	24	0	0	0
6	0	0	0	7	0	27	0	25	7	7	25	6	21	0
0	57	29	0	58	0	30	0	30	0	59	30	0	0	58
0	30	59	0	30	0	30	0	58	0	29	57	0	0	28
0	28	54	0	29	0	47	0	0	30	30	50	52	0	31
0	36	28	0	37	0	26	0	27	0	35	0	26	26	0
26	0	35	0	27	0	26	0	37	0	28	36	0	28	0
0	28	0	0	28	0	4	0	4	0	25	4	0	4	0
0	25	25	0	26	0	26	0	26	0	28	28	25	25	0
25	28	28	0	26	0	26	0	26	0	25	25	0	26	0
0	0	0	0	46	0	49	0	48	0	46	49	0	0	0
0	24	0	0	0	0	24	0	24	0	26	24	0	0	0
48	48	39	0	45	0	0	0	37	0	50	42	0	0	0
0	42	50	0	37	0	0	0	45	0	39	48	48	0	48
40	0	0	0	41	0	40	0	44	0	40	44	0	41	0
0	44	40	0	44	0	40	0	41	0	0	0	40	0	0
46	47	0	0	17	0	51	0	52	0	0	52	0	16	0
26	0	33	0	28	0	22	0	22	0	29	23	0	23	0
14	0	0	0	14	0	66	0	58	0	13	66	0	68	0
0	0	32	0	37	0	25	0	26	0	37	25	0	0	0
0	31	21	0	31	32	24	0	21	0	28	22	0	0	0
0	36	22	0	21	0	37	0	0	0	21	32	0	21	0
0	18	0	0	18	0	46	0	46	0	18	45	0	0	17
0	26	26	0	20	0	48	0	54	0	18	46	0	0	18
8	0	23	0	24	0	7	0	7	23	23	7	0	23	0
61	61	0	0	55	0	1	0	7	0	58	7	0	0	0
0	26	52	0	15	0	15	0	47	0	15	0	47	0	0
47	0	15	0	47	0	15	0	15	0	52	26	0	0	0
0	0	36	0	45	0	35	0	36	0	55	39	0	0	0
0	13	54	0	53	0	54	0	17	0	55	2	16	0	53
16	2	55	0	17	0	54	0	53	0	54	13	0	12	0
0	60	37	0	0	0	5	3	32	0	57	38	0	0	0
0	15	15	0	6	0	15	0	15	0	6	15	0	15	0
28	22	22	0	25	0	21	0	0	0	26	0	23	0	0
0	21	18	0	19	0	18	0	18	0	22	22	0	15	16
0	22	22	0	18	0	18	0	19	0	18	21	0	21	0
0	32	53	0	29	0	53	0	50	0	35	53	0	0	0
0	0	40	0	40	0	33	0	32	0	41	31	0	0	39
0	21	25	0	19	0	0	0	28	0	19	31	31	0	0
31	31	19	0	28	0	0	0	19	0	25	21	0	0	0
0	31	16	0	30	0	15	0	25	0	30	16	16	16	0
0	0	54	0	18	0	51	0	38	0	17	40	0	16	17
0	0	0	0	15	0	58	0	0	0	16	62	0	0	18
0	0	28	0	42	29	29	0	31	0	43	0	31	0	42
0	52	0	0	52	0	40	0	47	0	49	47	0	50	0
0	64	61	0	62	0	21	0	20	0	66	20	0	20	0
0	35	18	0	0	0	18	0	18	0	39	16	0	38	0
0	27	23	0	24	24	22	0	21	0	27	22	0	0	0
25	0	25	0	43	0	43	0	27	0	44	27	0	0	0
0	27	44	0	27	0	43	0	43	0	25	0	25	43	43
0	0	35	0	32	0	0	0	35	0	34	36	0	0	0
0	37	36	0	30	0	36	0	36	0	43	36	0	0	0
0	0	63	8	7	0	59	0	59	0	60	59	0	0	57
0	37	37	0	39	0	40	0	40	0	41	40	0	40	39
0	40	41	0	40	0	40	0	39	0	37	37	0	0	28
0	37	37	0	38	0	37	0	34	0	38	35	0	0	0
15	0	15	0	67	0	19	0	17	0	66	17	0	0	0
0	25	31	0	31	0	32	0	28	0	30	31	0	0	31
0	39	49	0	42	0	51	0	47	0	41	53	0	0	0
41	0	0	0	45	0	40	0	38	0	47	40	0	0	0
28	28	49	0	27	0	27	0	48	0	25	41	0	42	0
0	41	25	0	48	0	27	0	27	0	49	28	28	0	0
0	24	0	0	24	0	30	0	29	0	27	30	0	0	0
28	11	0	0	28	0	11	0	12	0	30	13	0	0	0
0	0	0	0	41	0	40	0	36	0	34	41	0	35	0
0	20	0	0	21	0	54	0	55	0	21	52	0	0	0
0	0	0	0	30	0	30	0	43	0	32	43	42	0	43
0	0	0	0	48	0	47	0	46	0	44	44	0	0	0
0	0	0	0	10	0	28	10	28	0	10	30	0	0	6
0	44	0	0	45	0	55	0	0	0	48	5	5	0	0
41	42	39	0	48	0	38	0	40	0	0	43	0	44	44
0	41	41	0	24	41	41	0	9	2	22	41	41	0	41
1	5	45	0	40	0	20	0	22	0	41	22	0	23	0
0	22	41	0	22	0	20	0	40	0	45	5	1	6	3
52	0	0	0	50	0	50	0	38	0	49	38	0	0	48
0	38	49	0	38	0	50	0	50	0	0	0	52	0	31
0	0	26	0	45	25	25	0	25	0	47	25	0	0	0
22	43	0	0	22	0	41	0	40	0	26	41	0	0	0
21	21	20	2	0	0	47	0	20	0	47	20	0	0	0
8	11	8	0	11	0	8	0	8	0	11	10	10	6	0
10	10	11	0	8	0	8	0	11	0	8	11	8	13	0
24	0	18	0	21	0	21	0	17	0	21	18	0	21	0
37	0	12	0	12	0	42	0	42	0	12	43	0	45	42
27	0	0	0	25	0	25	0	28	0	25	28	0	0	0
0	28	25	0	28	0	25	0	25	0	0	0	27	0	0
0	47	0	0	62	0	41	0	0	0	60	41	0	60	0
0	47	57	0	48	0	54	0	55	0	46	46	0	0	0
0	46	46	0	55	0	54	0	48	0	57	47	0	0	0
35	0	0	0	45	0	34	0	33	0	42	34	0	0	0
55	0	0	0	50	0	51	0	55	0	51	55	0	55	0
26	27	0	0	32	0	26	0	25	0	34	27	0	22	0
0	87	56	0	85	0	56	0	57	0	87	57	0	0	55
0	38	56	0	37	0	57	0	0	0	36	56	0	0	37
0	17	25	0	0	0	25	0	22	0	17	29	0	0	0
0	0	0	0	50	0	36	0	36	0	52	41	0	48	0
34	0	0	0	34	0	31	0	31	0	33	32	0	32	0
30	30	28	0	31	0	32	0	32	0	33	32	0	34	0
0	32	33	0	32	0	32	0	31	0	28	30	30	0	26
0	73	0	0	69	0	0	0	0	0	67	0	0	0	0
39	0	0	0	19	0	42	0	41	0	22	40	0	0	40
0	0	0	0	42	0	18	0	19	0	44	18	0	0	0
0	0	35	0	28	0	27	0	39	0	34	40	0	0	0
0	40	34	0	39	0	27	0	28	0	35	0	0	0	0
0	50	0	0	49	0	0	0	58	0	48	60	0	0	0
0	22	22	0	21	0	0	0	29	0	20	29	0	0	0
0	76	29	0	72	0	26	0	27	0	71	24	0	0	24
0	38	0	0	40	0	36	0	37	0	0	34	34	0	42
0	0	0	0	48	0	54	0	54	0	41	54	0	39	53
36	26	27	0	0	0	26	0	30	0	39	26	35	38	37
0	22	6	0	23	0	6	0	5	0	23	6	0	0	0
0	39	35	0	39	0	36	0	35	0	35	35	0	0	0
0	51	43	0	51	0	47	0	0	0	57	47	0	0	0
0	31	28	0	32	0	29	0	30	0	32	30	0	0	0
0	29	44	0	26	0	0	0	44	0	31	48	0	0	0
0	48	31	0	44	0	0	0	26	0	44	29	0	0	0
48	0	0	0	57	0	57	0	44	0	58	44	0	0	0
0	76	44	0	72	0	0	0	41	0	77	46	0	0	0
0	46	77	0	41	0	0	0	72	0	44	76	0	0	0
0	43	0	0	30	0	42	0	46	0	30	46	0	0	0
0	43	43	0	35	0	0	0	39	0	35	41	0	0	0
0	74	75	0	71	0	0	0	30	0	75	30	30	43	0
0	30	62	0	29	0	28	0	59	0	26	58	0	0	25
0	58	26	0	59	0	28	0	29	0	62	30	0	0	64
0	49	2	0	48	0	48	0	2	0	53	2	2	0	50
2	2	53	0	2	0	48	0	48	0	2	49	0	2	0
0	0	0	0	22	0	24	0	57	0	22	57	0	0	0
23	0	21	0	23	0	44	0	42	0	24	44	0	0	0
33	0	33	0	31	0	27	0	36	0	26	36	0	0	0
0	36	26	0	36	0	27	0	31	0	33	0	33	0	32
0	0	0	0	41	0	20	0	21	0	42	21	0	0	0
0	30	30	0	36	0	30	0	29	0	36	12	12	0	35
42	0	42	0	42	0	49	0	49	0	43	49	0	0	0
0	45	29	0	45	0	30	0	32	0	0	31	0	0	0
0	31	0	0	32	0	30	0	45	0	29	45	0	0	49
0	25	27	0	22	0	21	0	28	0	22	24	17	26	0
17	24	22	0	28	0	21	0	22	0	27	25	0	26	22
0	20	25	0	19	0	24	0	26	0	20	28	0	0	0
0	62	60	0	0	0	63	0	63	0	72	63	0	72	0
0	15	15	0	2	0	7	0	7	0	12	1	2	0	0
0	31	41	0	30	34	41	0	43	0	33	42	0	43	0
0	21	25	0	25	0	25	0	26	0	24	27	0	0	28
0	11	44	0	0	0	41	0	42	0	8	26	0	0	0
40	0	40	0	38	0	45	0	39	0	37	45	0	0	33
0	47	0	0	48	0	25	0	25	0	48	25	0	48	47
49	53	0	0	46	0	41	0	45	0	38	51	0	0	0
0	51	38	0	45	0	41	0	46	0	0	53	49	0	0
22	20	22	0	32	0	23	0	23	0	32	20	0	21	21
27	0	26	0	38	0	26	0	25	0	36	25	0	24	0
0	41	42	0	48	0	43	0	39	0	44	45	0	44	0
0	55	29	0	55	0	30	0	30	0	51	30	0	0	0
0	30	51	0	30	0	30	0	55	0	29	55	0	56	0
50	0	0	0	29	0	47	0	0	0	29	48	0	49	0
38	20	0	0	41	0	41	0	21	0	41	21	0	40	0
0	21	41	0	21	0	41	0	41	0	0	20	38	0	0
0	47	48	2	7	0	54	0	44	0	77	54	0	0	0
0	11	19	0	11	0	20	0	22	0	13	22	0	22	0
38	25	25	0	39	39	0	0	24	0	38	24	24	0	22
0	28	40	0	24	0	23	0	52	0	23	52	0	22	0
0	52	23	0	52	0	23	0	24	0	40	28	0	0	28
45	47	0	0	39	0	48	0	49	0	37	48	0	0	0
66	0	0	0	45	0	46	0	55	0	47	52	0	0	0
0	15	46	0	15	0	46	0	45	0	18	18	0	0	0
0	18	18	0	45	0	46	0	15	0	46	15	0	0	0
41	0	37	0	37	0	35	0	34	0	36	33	0	44	0
0	0	0	0	44	0	38	0	39	0	37	36	0	0	0
0	36	0	0	34	0	31	0	32	0	35	32	0	0	0
0	57	46	0	59	0	46	0	0	0	55	46	45	0	0
47	37	0	0	48	0	37	0	38	0	0	34	0	0	0
19	0	0	0	20	0	20	0	57	0	18	44	0	18	45
0	44	18	0	57	0	20	0	20	0	0	0	19	0	59
0	0	0	30	20	0	30	0	29	29	18	29	28	17	17
14	0	0	0	36	0	13	0	0	0	30	13	0	30	0
13	11	26	0	0	0	9	0	9	0	0	9	9	9	34
0	73	51	0	72	0	0	0	44	0	57	40	0	0	61
0	40	57	0	44	0	0	0	72	0	51	73	0	0	0
0	0	20	0	20	0	78	0	78	0	22	74	0	20	0
46	46	0	0	45	0	47	0	47	0	40	33	33	0	0
33	33	40	0	47	0	47	0	45	0	0	46	46	0	0
0	0	0	0	46	0	21	0	21	0	40	20	0	0	0
43	0	42	0	0	0	46	0	39	0	64	40	0	45	0
43	43	43	0	42	0	31	0	31	0	0	31	0	0	0
0	0	24	0	26	0	24	0	23	0	27	23	0	27	0
0	40	0	0	42	0	37	0	37	0	41	34	0	0	0
0	32	0	0	32	0	57	0	57	0	0	61	0	0	0
0	45	57	0	47	0	57	0	0	0	44	58	0	0	42
0	50	40	0	52	0	0	0	39	0	47	40	0	40	0
0	40	47	0	39	0	0	0	52	0	40	50	0	0	0
0	0	38	0	0	0	39	0	40	0	32	42	0	0	0
0	57	36	0	57	0	36	0	36	0	57	37	0	52	0
28	29	0	0	31	0	35	0	6	0	32	35	0	0	0
46	0	48	0	0	0	18	0	18	0	48	18	0	0	19
0	35	32	0	33	0	27	0	26	0	32	24	0	24	0
0	8	14	0	8	0	14	0	15	0	8	17	0	0	17
0	13	0	0	20	0	12	0	12	0	20	12	0	0	0
0	33	54	0	33	0	49	0	47	0	36	49	0	0	0
0	49	36	0	47	0	49	0	33	0	54	33	0	0	0
0	4	57	0	36	0	37	0	53	0	0	0	0	3	0
0	0	0	0	53	0	37	0	36	0	57	4	0	0	0
0	36	51	0	35	0	51	0	35	0	36	47	0	37	0
0	46	0	0	53	0	39	0	41	0	0	40	0	0	0
0	44	0	0	43	0	0	0	31	0	43	30	0	51	0
0	42	0	0	43	0	56	0	58	0	46	0	43	0	0
3	2	38	0	33	0	40	0	37	0	42	42	0	0	0
0	42	42	0	37	0	40	0	33	0	38	2	3	0	0
0	0	0	0	6	0	6	0	36	0	6	36	0	6	0
32	30	32	0	31	0	31	0	28	0	28	28	34	34	0
34	28	28	0	28	0	31	0	31	0	32	30	32	32	0
0	36	26	0	38	0	38	0	28	0	0	34	34	0	39
34	34	0	0	28	0	38	0	38	0	26	36	0	0	0
0	0	0	0	41	0	46	0	40	0	40	3	4	0	0
0	19	21	0	19	0	19	0	21	0	0	21	21	0	0
21	21	0	0	21	0	19	0	19	0	21	19	0	21	0
26	26	27	0	33	25	26	0	26	0	28	26	26	0	28
22	0	24	0	26	0	19	0	19	0	26	19	0	24	0
0	32	31	0	34	0	33	0	28	0	35	28	0	28	0
0	28	35	0	28	0	33	0	34	0	31	32	0	32	0
12	11	12	0	12	0	13	0	12	0	15	12	0	14	15
0	12	15	0	12	0	13	0	12	0	12	11	12	0	13
0	0	35	0	32	0	41	0	41	0	36	48	0	31	0
38	37	38	0	39	0	41	0	41	0	36	36	36	35	0
19	24	21	0	19	0	25	0	25	0	19	24	24	0	24
8	18	18	0	8	0	21	0	19	0	10	21	0	10	6
0	30	30	0	30	0	26	0	26	0	30	27	25	29	0
0	20	20	0	19	0	20	0	23	0	20	26	0	0	0
0	26	20	0	23	0	20	0	19	0	20	20	0	0	24
19	20	43	0	21	0	44	0	41	0	19	43	0	20	20
0	43	19	0	41	0	44	0	21	0	43	20	19	0	0
0	63	48	0	64	0	49	0	50	0	0	46	0	0	68
0	46	0	0	50	0	49	0	64	0	48	63	0	0	0
0	40	47	0	40	0	51	0	1	4	40	51	0	0	0
49	50	0	0	29	0	51	0	56	0	31	59	0	0	0
0	0	0	0	64	0	38	0	38	0	65	36	0	64	0
0	23	41	0	25	0	39	0	39	0	24	0	24	0	0
24	0	24	0	39	0	39	0	25	0	41	23	0	0	0
