0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
3	11	11	11	11	3	11	11	11	11	0	0	11	12	0
0	0	5	5	3	5	5	5	4	4	4	0	0	29	2
4	0	11	11	11	4	11	12	12	12	12	5	11	5	12
0	16	16	16	15	25	16	15	0	16	0	0	0	15	25
29	14	14	15	15	0	15	13	0	15	0	30	0	14	14
29	0	22	23	23	24	24	24	0	25	25	25	25	25	25
1	3	3	3	3	1	3	4	4	4	0	4	4	4	0
0	5	5	5	5	1	5	5	5	5	5	0	4	3	1
13	0	15	15	15	15	15	15	0	15	14	16	14	16	14
11	21	21	21	21	11	23	23	23	23	23	23	0	23	0
22	20	20	22	22	24	19	19	19	19	19	0	0	0	22
0	0	4	4	5	8	5	5	0	0	0	7	8	0	0
14	0	18	18	18	13	18	18	0	18	18	0	0	0	18
19	0	18	18	8	25	18	18	0	16	16	30	0	16	16
34	23	23	22	23	39	22	22	23	23	0	0	21	0	34
13	3	3	3	3	12	3	3	0	0	3	0	3	12	3
0	0	23	23	22	23	23	23	0	0	0	0	0	21	0
25	0	17	17	17	25	17	16	16	0	0	0	0	16	24
6	0	2	2	2	6	2	2	2	2	2	6	0	2	0
1	10	10	9	10	2	10	10	10	9	11	0	3	3	0
0	0	7	7	7	9	5	6	6	0	5	0	10	10	6
17	17	25	26	26	17	26	26	27	0	28	0	0	27	27
23	0	19	18	18	24	18	18	0	17	18	0	23	23	23
0	26	26	26	26	15	26	26	26	27	0	0	0	16	27
15	0	25	25	25	14	24	24	24	24	24	0	15	15	15
19	23	22	23	23	19	23	25	25	25	18	24	25	0	17
15	24	0	25	25	16	25	26	0	27	0	0	27	17	27
16	33	34	35	35	19	35	34	0	36	0	20	35	35	0
2	0	0	7	7	3	7	7	7	7	0	8	8	0	0
6	6	5	5	5	6	5	5	5	5	0	0	8	5	0
0	20	20	20	20	17	20	20	20	19	20	0	20	20	20
34	0	0	16	16	34	16	18	18	0	18	0	17	17	18
0	6	7	7	7	0	7	8	8	0	0	0	0	8	8
0	0	10	10	10	11	10	10	10	10	0	0	12	13	0
13	12	12	11	12	13	14	14	0	14	0	0	9	7	0
0	1	1	2	2	0	2	2	2	2	2	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3	3	3	3	0	3	1	0	0	0	3	7	3	3
5	8	8	8	8	3	8	8	8	7	7	3	7	7	0
11	10	19	19	19	12	18	18	0	0	16	18	21	14	0
15	29	29	29	29	17	29	30	0	29	0	29	0	0	27
27	0	15	15	14	27	15	15	15	15	15	0	0	27	0
24	30	30	30	30	24	30	30	0	29	29	0	20	30	31
13	0	27	27	25	13	27	28	0	28	26	11	28	28	0
0	11	11	11	12	24	11	12	0	14	13	0	12	0	0
21	10	10	10	10	25	10	10	10	10	10	0	0	26	26
6	5	25	26	26	5	26	26	26	26	0	26	5	0	27
6	0	6	6	6	0	7	7	0	6	6	6	0	4	4
21	0	0	25	26	6	26	26	26	0	0	0	6	5	29
12	0	12	12	12	19	12	12	12	12	13	13	0	21	19
0	18	19	19	19	12	20	21	21	21	0	0	19	19	12
8	0	6	6	8	10	8	8	8	8	8	0	9	8	0
9	18	18	18	18	9	18	18	0	14	0	0	0	11	11
0	5	6	6	6	0	6	7	0	7	7	0	37	5	5
35	6	6	6	6	36	6	6	0	6	6	0	36	6	6
11	15	15	15	15	11	15	15	15	0	16	0	16	16	11
16	0	15	15	15	16	15	15	15	0	15	15	0	15	15
14	13	15	16	16	13	12	15	17	17	0	17	0	18	0
3	8	8	8	8	3	8	18	0	0	28	0	30	30	0
37	0	23	23	22	33	23	24	0	0	24	24	24	24	0
0	0	0	4	2	18	0	0	0	0	0	0	0	0	0
1	7	7	7	7	1	6	6	6	6	6	2	6	0	6
30	0	27	26	27	0	28	28	0	31	31	0	0	0	33
39	31	32	32	32	38	32	32	33	0	32	0	33	0	33
25	0	12	12	12	0	11	11	11	11	11	0	0	0	0
1	1	8	8	8	1	8	8	0	8	0	0	8	0	0
2	1	0	1	1	8	1	1	1	1	1	8	1	0	8
9	0	10	10	10	7	8	8	0	8	8	8	6	0	0
18	0	15	17	17	19	18	16	18	18	18	0	21	0	21
3	10	10	10	10	3	10	10	0	10	0	10	4	10	0
28	1	1	1	1	27	1	1	1	0	0	2	2	2	1
0	1	0	1	1	46	1	1	0	0	1	0	1	1	1
5	15	15	15	15	3	17	16	0	17	17	17	3	17	0
1	16	20	20	20	1	19	21	21	21	0	24	1	24	0
0	10	0	10	10	17	10	10	0	10	10	0	10	10	10
14	13	12	12	12	0	12	12	0	12	0	0	0	12	13
19	0	12	12	12	19	12	14	14	14	0	0	21	0	21
15	0	15	16	16	6	16	16	16	16	16	0	0	15	15
0	7	7	7	7	22	7	7	0	8	8	0	19	8	0
12	0	25	25	25	12	25	26	0	26	29	0	11	0	13
34	0	34	34	34	41	34	34	0	34	0	34	0	34	35
3	3	4	3	4	2	3	3	3	3	3	2	0	3	3
15	0	15	15	18	16	18	19	19	19	19	0	22	0	0
30	27	27	29	29	0	29	29	0	28	0	0	29	28	0
7	20	20	20	20	8	18	19	19	19	19	8	19	21	19
10	0	17	17	15	10	17	17	19	19	19	0	9	0	0
4	20	20	20	20	4	20	20	23	23	23	7	8	22	22
0	19	19	19	19	0	19	19	19	19	5	0	5	0	5
6	2	2	2	2	0	2	2	0	2	2	6	2	0	4
9	12	0	12	12	11	12	9	11	11	0	10	11	15	9
18	8	10	10	10	0	10	10	0	10	10	0	18	10	10
5	0	0	26	27	0	28	27	28	28	28	0	29	29	29
32	26	25	24	25	33	25	25	0	25	24	36	24	36	24
11	8	8	8	7	11	8	7	6	9	8	11	9	11	9
18	14	14	24	24	18	24	24	24	24	24	15	15	24	24
22	0	0	16	16	20	16	16	0	0	18	0	0	17	20
33	14	13	13	13	33	13	13	16	16	0	36	17	36	17
5	5	18	18	18	5	18	19	20	20	0	0	20	0	6
0	0	6	6	0	0	6	6	0	6	0	0	11	11	0
10	0	1	1	1	10	1	1	0	0	0	1	1	0	1
46	6	6	6	6	46	6	6	0	6	6	6	0	7	0
9	12	12	13	13	8	13	13	0	13	13	9	13	13	9
0	27	28	27	29	28	27	27	0	29	0	0	0	29	0
30	0	23	22	23	0	21	21	0	21	29	0	0	30	29
8	9	8	10	10	8	10	10	0	13	13	13	0	14	14
18	18	0	6	6	25	5	5	0	3	3	0	0	3	0
14	18	18	18	18	12	16	18	16	17	17	15	17	17	16
0	0	34	34	34	8	32	32	31	31	31	0	32	0	8
28	3	3	3	3	0	3	3	0	2	0	0	0	2	0
18	22	0	19	19	18	19	22	22	23	23	0	27	24	0
26	0	30	30	30	23	30	31	0	33	33	25	0	33	25
25	11	11	11	11	28	11	11	12	0	12	0	12	12	30
28	0	0	23	21	30	23	23	0	23	0	23	0	0	21
0	1	1	1	1	0	1	1	1	1	1	0	1	1	1
2	3	3	3	3	2	3	3	3	3	0	2	3	3	2
14	0	14	14	14	4	14	14	14	14	14	3	14	14	14
6	5	12	12	12	7	12	12	0	12	12	12	8	8	12
0	0	7	7	7	6	7	7	7	7	7	0	7	7	7
18	0	7	7	7	17	7	7	0	7	0	18	7	0	0
32	5	5	5	5	0	4	4	4	4	0	4	0	4	5
25	22	22	22	22	0	23	24	0	25	0	0	0	26	0
0	21	11	11	11	20	13	13	13	15	0	14	0	14	14
14	0	19	19	19	0	19	19	0	19	22	0	22	21	17
10	0	10	10	9	27	9	9	0	9	0	0	9	25	25
13	0	20	20	20	20	21	21	20	18	0	0	0	20	20
8	5	5	5	6	8	6	6	0	6	6	8	8	0	9
0	3	3	3	3	0	3	3	3	0	3	3	3	3	0
0	4	4	3	3	0	3	3	0	3	3	0	3	3	0
19	0	27	28	28	18	27	27	0	0	27	0	19	0	28
18	0	22	22	20	28	21	23	0	0	0	23	0	27	23
23	23	24	24	24	22	24	16	0	16	16	24	16	0	0
22	16	17	17	17	25	17	18	18	18	18	0	27	16	0
38	0	24	27	27	37	27	27	0	23	23	23	0	0	0
8	15	15	15	15	9	15	15	15	15	15	0	15	11	0
9	6	6	6	6	0	4	4	4	0	4	0	4	11	0
10	17	18	18	18	12	18	18	0	20	20	20	12	12	20
0	20	21	21	20	19	21	21	21	21	0	21	19	19	20
0	0	21	21	21	23	21	21	23	23	23	0	24	0	24
0	11	11	11	11	0	10	11	8	8	8	8	0	0	0
2	12	12	12	12	2	12	12	12	12	12	0	0	4	12
8	8	31	28	27	8	26	25	27	27	0	26	11	28	28
7	0	14	14	15	10	15	15	17	0	17	0	10	17	0
12	12	6	6	6	12	6	6	0	6	6	6	11	6	6
24	6	0	6	6	24	6	6	0	0	6	0	6	0	5
11	0	14	14	14	10	14	14	14	14	14	0	11	14	11
9	19	19	18	20	9	20	20	20	20	0	20	10	10	18
18	0	12	11	11	0	9	12	12	14	0	16	0	0	16
0	0	26	26	26	21	25	25	25	25	0	24	25	24	24
4	0	14	16	16	4	17	17	17	17	17	17	4	4	0
18	0	4	4	4	19	5	5	0	0	0	5	0	19	19
0	13	13	12	12	0	12	13	14	14	14	14	0	0	0
0	19	18	18	18	30	18	18	0	18	0	0	0	27	0
14	0	25	25	25	14	25	25	0	25	25	0	22	26	0
21	19	19	19	19	22	18	18	18	19	0	20	19	0	0
19	0	11	10	11	17	11	11	11	11	11	20	20	20	12
58	0	0	0	0	58	0	0	0	0	0	0	0	0	0
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	1	1	0	1	1	0	0	0	3	7	7	0
19	30	30	29	28	16	28	28	28	27	27	0	18	0	18
32	30	33	34	33	28	34	34	33	35	0	0	36	0	31
0	9	26	26	26	10	26	26	26	26	26	0	0	26	15
2	4	0	5	5	2	5	3	3	3	0	3	0	3	0
4	0	0	4	4	0	4	4	4	4	4	0	0	4	4
16	0	16	18	14	21	17	17	0	17	17	0	24	17	0
7	0	4	4	4	7	4	4	4	4	0	0	0	4	4
10	0	17	17	17	10	17	16	16	0	0	17	0	17	21
24	17	19	19	11	4	19	19	19	19	19	19	0	0	0
3	0	16	16	16	3	19	20	20	20	0	5	5	4	19
12	11	0	11	11	0	11	11	11	11	10	0	0	8	8
17	21	21	21	21	17	21	20	0	20	21	0	17	0	21
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2	14	14	15	13	2	15	14	15	15	0	13	14	14	14
0	10	10	10	12	1	12	12	12	12	12	12	13	2	13
13	0	13	13	13	22	13	13	0	13	0	11	0	11	23
7	7	2	2	2	7	2	2	2	2	0	7	0	2	2
0	11	10	11	1	1	11	11	0	10	10	0	23	0	10
38	38	13	13	13	0	13	13	0	13	13	0	0	13	12
0	0	13	13	13	25	13	14	0	14	14	0	14	0	15
0	0	17	17	14	11	18	18	18	0	18	0	18	18	0
26	0	27	27	27	17	27	27	27	27	0	27	27	25	17
22	19	19	19	19	25	19	20	20	0	18	18	18	18	0
6	6	1	2	1	5	2	2	1	1	1	0	0	0	0
11	11	11	11	13	25	12	12	12	12	12	0	0	0	12
21	23	23	23	22	22	25	25	0	25	25	25	23	0	26
35	16	15	15	15	36	15	14	14	14	14	0	14	0	0
0	51	53	53	53	39	48	48	48	48	0	0	43	32	0
30	0	34	37	38	31	36	36	36	0	30	30	0	0	30
11	0	40	39	42	12	41	42	43	0	0	0	13	44	12
4	14	14	13	13	2	13	13	13	0	10	5	12	12	12
0	8	8	7	8	0	8	6	0	7	8	7	0	4	0
4	5	5	5	4	0	5	5	0	5	0	5	5	5	5
34	0	20	20	0	3	20	19	19	0	0	19	0	0	19
9	0	19	19	6	3	16	16	0	15	7	0	0	0	13
11	7	7	7	4	4	5	5	0	6	2	8	9	6	0
5	0	6	6	7	0	7	7	7	7	0	7	7	7	0
7	4	4	4	4	7	4	4	4	0	4	4	4	4	0
8	3	3	3	3	8	3	4	4	4	0	4	0	4	4
7	0	19	19	19	7	19	19	17	18	0	7	0	16	16
14	0	39	39	13	4	40	40	40	0	40	40	0	42	0
31	0	12	12	2	16	12	12	12	0	0	11	0	0	13
0	3	3	3	1	16	4	4	4	4	0	0	0	0	29
10	17	17	16	15	11	16	16	16	16	0	17	0	0	0
33	19	19	19	19	0	19	21	0	0	22	21	0	0	0
39	37	20	21	21	34	18	18	18	0	18	35	18	0	18
17	29	31	31	30	17	31	33	32	0	34	0	0	18	18
27	22	22	23	25	27	24	25	0	24	25	26	27	0	32
0	16	16	16	16	28	17	19	19	19	19	0	20	0	27
0	19	3	3	3	23	3	3	3	3	3	0	0	3	0
6	10	0	10	10	7	10	10	2	0	10	10	10	11	11
13	5	5	5	5	0	4	4	0	4	4	0	5	5	5
0	0	0	11	11	20	11	11	11	11	0	0	4	0	0
12	14	14	15	15	17	15	15	15	15	15	0	17	17	14
16	0	0	11	12	0	12	12	12	14	0	0	0	0	14
0	10	9	9	9	0	9	9	9	9	0	9	0	0	0
0	9	0	9	9	0	9	9	10	10	0	0	10	10	10
0	0	28	28	28	23	28	28	0	0	0	0	28	27	22
6	0	3	3	3	8	3	3	0	0	3	0	3	9	3
10	0	17	17	17	0	17	15	15	15	0	15	9	15	15
13	13	13	13	13	0	12	11	12	12	12	0	15	16	11
11	10	12	12	11	0	12	11	11	11	0	18	0	0	11
0	0	19	18	11	6	21	22	21	21	0	0	0	14	13
6	19	19	19	19	6	19	17	17	17	17	0	17	0	8
15	9	10	10	10	15	10	10	0	10	9	10	10	0	17
12	0	4	4	4	11	4	4	0	0	0	0	9	4	4
9	9	10	10	10	7	10	10	0	0	10	0	0	10	0
22	13	13	13	13	23	13	13	0	13	0	19	0	0	12
2	0	13	13	13	2	13	13	13	0	13	13	13	12	2
34	31	36	36	23	32	23	24	24	24	0	0	0	0	0
19	13	13	13	13	19	13	13	13	13	13	0	13	21	22
20	8	8	8	8	20	6	6	0	0	6	21	6	22	6
7	0	18	18	18	12	17	17	17	17	0	16	12	12	12
21	0	0	22	22	37	22	22	0	22	22	0	0	24	49
12	8	0	11	11	11	11	11	11	11	11	0	10	10	12
13	0	13	13	13	13	13	13	13	0	11	11	0	12	11
15	13	13	12	12	15	12	12	0	12	12	12	10	0	0
0	27	26	26	26	40	27	27	27	27	0	0	38	38	0
0	0	13	13	13	23	13	13	0	0	14	0	14	0	13
19	37	37	35	35	18	33	36	35	0	34	0	0	24	0
25	0	0	25	25	15	22	26	0	0	0	28	0	29	29
6	1	2	2	2	9	2	2	0	2	0	2	0	0	2
1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
35	0	16	17	17	37	17	17	0	0	17	36	17	0	17
19	0	32	32	32	19	32	33	0	0	34	34	0	19	34
27	0	27	27	0	36	26	26	26	26	26	0	34	27	0
0	0	35	36	36	27	36	35	37	35	0	0	35	0	33
11	0	10	10	10	11	10	10	10	0	10	10	10	10	0
17	1	17	17	17	1	17	17	17	17	0	0	11	11	2
15	19	16	16	16	19	16	16	16	16	15	17	17	15	15
13	8	8	8	10	12	10	11	11	11	0	11	0	0	13
14	0	15	15	15	0	13	17	0	18	0	0	0	17	18
14	12	15	15	16	12	15	16	0	0	15	15	15	15	15
0	4	4	4	4	3	4	4	4	4	1	0	3	6	3
4	3	2	2	2	4	2	2	2	0	2	2	0	2	2
5	5	6	7	7	0	7	7	8	0	8	0	0	8	8
7	8	0	8	8	7	8	8	0	8	7	8	8	0	0
9	25	26	26	26	9	26	26	26	0	0	9	0	26	26
0	21	0	21	21	15	23	24	24	24	26	0	0	25	16
11	0	0	25	25	11	25	26	0	0	29	0	29	0	0
0	0	19	19	19	0	19	20	19	0	20	20	20	20	0
6	13	13	13	13	5	13	14	14	16	0	5	0	0	13
30	0	24	25	6	8	26	26	26	0	4	4	29	29	0
18	22	22	22	22	0	23	23	23	23	24	0	16	16	24
4	7	10	10	10	4	10	11	11	0	11	4	11	11	12
17	17	17	18	19	18	20	20	0	0	20	20	0	20	20
18	16	15	15	15	24	12	16	16	16	16	0	0	16	0
8	0	3	3	3	7	4	5	7	7	0	8	8	7	7
13	13	7	7	7	12	7	7	7	7	7	12	6	11	7
0	0	10	10	10	8	9	9	9	9	0	10	9	9	0
20	7	8	8	8	20	8	8	0	0	8	0	8	0	8
11	11	0	11	11	10	11	11	11	11	11	0	11	0	11
6	29	27	27	27	0	29	29	29	28	0	0	28	0	5
30	0	30	32	32	20	32	32	32	0	0	0	0	0	34
8	0	8	8	7	20	7	7	7	7	7	25	7	0	7
18	15	15	16	16	19	16	16	16	0	0	16	0	0	14
0	0	7	7	8	5	8	8	8	8	9	7	9	7	10
21	12	12	12	12	19	12	12	0	12	0	0	19	12	0
4	7	7	7	8	4	8	8	0	8	8	8	0	12	12
12	20	20	20	20	13	20	20	20	20	13	20	0	0	0
0	4	4	4	4	0	4	4	4	0	0	0	3	3	3
9	9	0	2	2	9	2	2	2	2	2	0	0	0	0
21	10	10	10	10	21	10	10	10	8	22	0	10	24	10
26	0	14	14	14	0	14	14	14	0	0	0	15	15	0
17	0	28	28	28	16	28	28	27	0	28	0	29	0	0
0	0	0	37	37	24	37	36	37	36	37	0	35	26	0
17	17	16	16	16	16	16	16	16	16	17	0	16	16	16
13	0	47	48	48	12	47	47	0	0	44	0	13	12	13
16	19	18	19	19	18	19	21	0	0	0	22	0	21	0
20	22	0	22	21	17	22	22	22	22	0	22	0	28	0
5	21	22	22	22	5	23	23	23	0	23	0	22	0	0
25	25	0	25	23	25	23	23	23	23	0	25	26	0	27
10	10	25	25	23	11	23	23	23	22	20	11	0	23	11
7	0	19	19	19	0	15	15	15	0	0	0	0	15	7
0	0	18	20	20	16	21	21	21	0	21	22	0	22	21
0	31	24	24	17	32	24	24	26	26	27	0	32	27	0
0	21	22	22	15	1	24	24	24	24	0	24	24	23	0
1	9	9	9	9	9	3	3	3	3	3	11	3	11	11
10	11	13	13	13	0	13	13	13	13	0	0	13	0	0
27	0	59	58	58	28	57	58	59	60	58	0	0	0	29
0	50	0	48	50	28	50	50	50	0	50	27	46	47	0
4	0	4	4	4	0	2	2	2	3	3	0	3	6	3
