0	1	2	3	4	5	6	7	8	9	10	11	12	13
50	0	53	48	48	53	0	54	0	54	0	55	0	0
27	31	0	28	31	0	0	27	0	27	0	30	0	0
31	0	34	0	32	0	0	0	0	34	31	31	0	0
0	0	31	31	34	0	0	0	0	32	0	34	0	31
0	32	0	24	25	0	0	33	0	33	0	25	25	0
4	0	4	4	12	0	14	4	0	4	0	14	14	0
0	14	14	0	4	0	4	14	0	12	4	4	0	4
0	18	0	0	18	0	18	0	0	0	14	14	0	14
14	0	14	14	0	0	0	18	0	18	0	0	18	0
2	2	2	0	9	0	2	2	0	2	0	9	8	0
0	8	9	0	2	0	2	2	0	9	0	2	2	2
0	0	13	0	46	0	42	0	0	14	14	46	46	46
46	46	46	14	14	0	0	42	0	46	0	13	0	0
6	0	2	0	5	0	5	3	0	2	2	0	0	0
0	0	0	2	2	0	3	5	0	5	0	2	0	6
6	16	14	0	6	0	6	15	0	14	0	14	6	6
6	6	14	0	14	0	15	6	0	6	0	14	16	6
9	0	9	9	9	0	9	0	0	0	0	9	9	11
11	9	9	0	0	0	0	9	0	9	9	9	0	9
0	24	6	0	6	0	6	22	0	22	0	6	0	6
6	0	6	0	22	0	22	6	0	6	0	6	24	0
2	13	2	13	2	0	2	13	0	13	2	2	13	13
13	13	2	2	13	0	13	2	0	2	13	2	13	2
31	31	29	49	60	0	0	32	0	30	30	67	30	0
30	0	31	0	67	0	0	34	0	30	0	62	62	0
0	62	62	0	30	0	34	0	0	67	0	31	0	30
0	0	26	0	7	0	7	0	0	27	0	0	7	0
0	7	0	0	27	0	0	7	0	7	0	26	0	0
22	0	22	41	41	0	41	22	0	23	0	0	41	0
0	41	0	0	23	0	22	41	0	41	41	22	0	22
22	22	0	22	22	0	0	42	0	38	0	22	22	22
0	0	7	0	12	0	7	7	0	6	12	12	12	0
27	27	0	34	36	0	0	27	0	26	0	39	36	0
0	31	5	0	5	0	6	34	0	35	0	35	0	6
6	0	35	0	35	0	34	6	0	5	0	5	31	0
16	11	0	12	17	0	17	12	0	12	0	0	16	15
15	16	0	0	12	0	12	17	0	17	12	0	11	16
38	32	0	0	32	0	30	33	39	39	0	33	0	0
25	0	4	0	28	0	23	4	0	3	0	0	28	0
0	28	0	0	3	0	4	23	0	28	0	4	0	25
35	0	36	36	38	0	37	32	0	31	31	39	37	0
0	37	39	31	31	0	32	37	0	38	36	36	0	35
0	0	36	0	36	0	0	12	0	9	0	0	38	0
0	12	0	0	37	0	0	13	0	13	0	0	40	0
0	40	0	0	13	0	13	0	0	37	0	0	12	0
38	40	0	36	38	0	39	55	0	46	0	39	39	39
39	39	39	0	46	0	55	39	0	38	36	0	40	38
41	37	37	0	38	0	38	43	0	43	0	0	0	38
38	0	0	0	43	0	43	38	0	38	0	37	37	41
19	0	19	0	19	0	16	20	0	20	21	0	17	0
0	17	0	21	20	0	20	16	0	19	0	19	0	19
24	24	0	0	17	0	0	26	0	26	0	15	0	26
7	6	0	6	6	0	6	7	0	7	7	6	6	6
30	0	25	10	10	0	10	29	0	29	29	10	0	26
26	0	10	29	29	0	29	10	0	10	10	25	0	30
23	0	0	9	9	0	9	23	0	21	0	8	0	0
0	0	8	0	21	0	23	9	0	9	9	0	0	23
0	0	18	0	5	0	0	0	0	17	0	5	17	0
0	17	5	0	17	0	0	0	0	5	0	18	0	0
45	44	44	0	16	0	0	49	0	51	18	18	0	0
0	0	18	18	51	0	49	0	0	16	0	44	44	45
32	32	32	0	20	0	0	29	0	29	23	0	24	0
15	0	29	0	13	0	2	11	0	27	27	15	15	0
0	15	15	27	27	0	11	2	0	13	0	29	0	15
0	28	0	24	30	0	0	24	0	24	0	24	24	0
25	0	24	0	41	0	44	0	0	24	0	42	0	22
22	0	42	0	24	0	0	44	0	41	0	24	0	25
0	0	0	27	24	0	0	27	0	26	0	24	31	0
0	0	24	0	24	0	23	0	0	21	0	0	23	23
23	23	0	0	21	0	0	23	0	24	0	24	0	0
32	0	13	0	31	0	0	12	0	11	0	30	30	0
0	30	30	0	11	0	12	0	0	31	0	13	0	32
0	18	18	0	41	0	41	0	0	18	39	41	43	0
0	43	41	39	18	0	0	41	0	41	0	18	18	0
0	23	23	0	37	0	37	0	0	23	36	37	36	0
0	36	37	36	23	0	0	37	0	37	0	23	23	0
0	0	22	0	33	0	33	0	0	22	22	32	32	31
31	32	32	22	22	0	0	33	0	33	0	22	0	0
0	63	0	20	20	0	0	73	0	70	0	19	0	19
4	4	0	4	4	0	4	6	0	6	6	4	0	4
0	14	0	0	25	0	23	19	0	18	0	0	19	23
23	19	0	0	18	0	19	23	0	25	0	0	14	0
29	0	33	33	28	0	0	33	0	32	0	28	28	0
0	11	0	4	10	0	0	11	0	11	0	0	10	7
10	0	10	0	30	0	31	10	0	10	0	0	30	30
30	30	0	0	10	0	10	31	0	30	0	10	0	10
11	0	11	0	26	0	26	11	0	9	11	0	0	0
0	0	0	11	9	0	11	26	0	26	0	11	0	11
11	0	12	0	12	0	12	7	0	7	0	7	0	12
12	0	7	0	7	0	7	12	0	12	0	12	0	11
19	0	19	0	19	0	18	2	0	2	2	10	1	12
12	1	10	2	2	0	2	18	0	19	0	19	0	19
14	0	14	0	13	0	14	28	0	28	0	12	14	15
15	14	12	0	28	0	28	14	0	13	0	14	0	14
0	16	16	0	27	0	16	16	0	16	0	31	0	24
24	0	31	0	16	0	16	16	0	27	0	16	16	0
29	0	39	39	31	0	25	29	0	36	0	31	0	0
0	0	31	0	36	0	29	25	0	31	39	39	0	29
0	20	20	0	25	0	25	0	0	19	0	25	25	25
25	25	25	0	19	0	0	25	0	25	0	20	20	0
9	13	13	0	9	0	13	14	0	14	14	0	0	9
12	0	11	3	3	0	0	11	0	11	0	3	3	0
0	3	3	0	11	0	11	0	0	3	3	11	0	12
0	8	0	8	35	0	13	3	0	8	0	38	36	0
0	36	38	0	8	0	3	13	0	35	8	0	8	0
15	15	11	0	11	0	10	16	0	16	0	16	0	16
16	0	16	0	16	0	16	10	0	11	0	11	15	15
30	0	30	24	15	0	0	26	0	26	0	25	0	0
0	0	25	0	26	0	26	0	0	15	24	30	0	30
24	0	24	0	22	0	24	0	0	25	0	24	24	24
24	24	24	0	25	0	0	24	0	22	0	24	0	24
30	0	33	0	30	0	33	33	0	33	0	30	27	0
31	9	33	0	13	0	13	33	0	33	33	13	13	34
34	13	13	33	33	0	33	13	0	13	0	33	9	31
27	27	27	0	46	0	23	27	0	26	0	46	46	0
0	19	39	39	39	0	0	21	0	19	0	28	27	27
0	44	41	0	33	0	4	6	0	42	0	32	0	36
36	0	32	0	42	0	6	4	0	33	0	41	44	0
0	0	4	0	52	0	0	4	0	4	4	0	6	51
33	33	33	0	43	0	34	30	0	31	42	42	42	0
22	0	0	0	16	0	11	16	0	17	17	0	18	18
18	18	0	17	17	0	16	11	0	16	0	0	0	22
29	0	31	24	24	0	16	18	0	31	0	26	0	0
0	0	26	0	31	0	18	16	0	24	24	31	0	29
44	0	30	0	45	0	45	0	0	30	0	0	0	45
45	0	0	0	30	0	0	45	0	45	0	30	0	44
0	0	30	0	27	0	31	31	0	30	0	32	33	0
0	33	32	0	30	0	31	31	0	27	0	30	0	0
20	19	0	0	15	15	15	20	0	20	0	15	15	0
0	15	15	0	20	0	20	15	15	15	0	0	19	20
0	23	17	0	22	0	22	17	0	17	17	0	17	0
0	17	0	17	17	0	17	22	0	22	0	17	23	0
0	22	0	0	21	0	0	50	0	49	43	0	18	0
60	0	10	0	60	0	44	9	0	10	10	0	63	0
0	63	0	10	10	0	9	44	0	60	0	10	0	60
9	9	7	0	7	0	0	10	0	10	0	9	10	10
0	0	16	16	16	0	16	16	0	16	0	18	18	16
16	18	18	0	16	0	16	16	0	16	16	16	0	0
17	17	0	0	17	0	0	20	0	20	0	17	0	19
22	0	15	0	22	0	0	15	0	15	15	24	0	24
24	0	24	15	15	0	15	0	0	22	0	15	0	22
29	29	0	0	28	0	29	57	0	61	31	31	0	54
54	0	31	31	61	0	57	29	0	28	0	0	29	29
43	0	42	0	42	0	0	24	0	26	0	35	35	0
0	43	43	0	26	0	25	0	0	44	0	26	0	39
39	0	26	0	44	0	0	25	0	26	0	43	43	0
0	25	25	0	43	0	38	0	0	23	39	39	0	0
0	0	39	39	23	0	0	38	0	43	0	25	25	0
16	0	0	18	18	0	0	17	0	17	0	19	19	19
0	0	0	0	16	0	18	14	0	14	0	22	0	0
0	0	22	0	14	0	14	18	0	16	0	0	0	0
0	0	12	0	54	0	0	12	0	11	0	11	53	55
55	53	11	0	11	0	12	0	0	54	0	12	0	0
26	0	26	0	29	0	33	30	0	31	0	32	0	0
0	0	32	0	31	0	30	33	0	29	0	26	0	26
40	38	0	0	44	0	0	40	0	38	0	45	0	46
46	0	45	0	38	0	40	0	0	44	0	0	38	40
12	12	5	0	12	0	12	4	0	5	12	12	5	5
5	5	12	12	5	0	4	12	0	12	0	5	12	12
5	0	0	0	12	0	10	10	0	5	0	10	0	10
10	0	10	0	5	0	10	10	0	12	0	0	0	5
0	0	19	0	25	0	29	0	0	23	0	30	30	0
0	30	30	0	23	0	0	29	0	25	0	19	0	0
0	20	20	0	30	0	20	20	0	18	0	0	14	28
4	21	70	0	34	0	73	73	0	69	71	0	0	71
33	31	0	0	34	0	71	71	0	71	0	4	21	70
0	31	33	0	53	0	55	53	0	35	0	55	0	0
0	0	55	0	35	0	53	55	0	53	0	33	31	0
18	37	0	21	39	0	29	14	0	21	0	42	0	43
0	0	42	0	36	0	43	43	0	43	0	41	41	36
30	0	27	0	31	0	22	22	0	24	29	0	0	0
0	0	0	29	24	0	22	22	0	31	0	27	0	30
33	0	33	0	21	0	28	0	0	33	0	27	27	34
34	27	27	0	33	0	0	28	0	21	0	33	0	33
10	0	10	0	19	0	20	10	0	10	10	20	0	0
0	0	20	10	10	0	10	20	0	19	0	10	0	10
0	15	43	0	0	0	0	13	0	13	0	45	45	45
0	16	30	0	29	0	0	16	0	17	0	0	17	17
0	70	70	0	49	0	0	70	0	70	0	51	0	0
0	0	51	0	70	0	70	0	0	49	0	70	70	0
0	27	40	0	36	0	0	27	0	25	0	0	24	0
22	24	24	0	42	0	0	0	0	21	0	0	42	43
43	42	0	0	21	0	0	0	0	42	0	24	24	22
51	0	0	50	50	0	0	18	0	18	48	48	48	46
14	3	3	13	13	0	11	3	0	3	11	3	10	10
10	10	3	11	3	0	3	11	0	13	13	3	3	14
13	21	13	0	21	0	21	18	0	18	0	23	18	0
0	18	23	0	18	0	18	21	0	21	0	13	21	13
0	25	25	0	26	0	0	26	0	24	0	0	25	25
25	25	0	0	24	0	26	0	0	26	0	25	25	0
0	0	0	15	15	0	15	40	0	39	0	0	13	13
13	13	0	0	39	0	40	15	0	15	15	0	0	0
23	23	23	0	27	0	27	23	0	23	23	0	0	27
27	0	0	23	23	0	23	27	0	27	0	23	23	23
20	22	0	0	24	0	24	21	0	21	21	21	16	21
21	16	21	21	21	0	21	24	0	24	0	0	22	20
21	0	21	0	0	0	19	15	0	16	0	14	16	14
33	33	31	0	68	0	0	31	0	31	0	69	0	0
31	0	31	0	69	0	0	0	0	29	0	68	0	0
0	26	0	0	20	0	20	26	0	26	0	0	0	0
0	0	0	0	26	0	26	20	0	20	0	0	26	0
45	28	0	0	42	0	0	29	0	28	0	0	42	0
0	42	0	0	28	0	29	0	0	42	0	0	28	45
0	0	18	35	36	0	36	18	0	18	18	0	0	0
0	0	0	18	18	0	18	36	0	36	35	18	0	0
19	16	19	19	19	0	19	16	0	16	16	19	19	0
0	19	19	16	16	0	16	19	0	19	19	19	16	19
27	26	24	27	26	0	24	20	0	22	22	27	0	21
21	0	27	22	22	0	20	24	0	26	27	24	26	27
30	0	48	48	47	0	46	30	0	31	0	0	0	45
45	0	0	0	31	0	30	46	0	47	48	48	0	30
21	0	26	20	20	0	0	30	0	31	19	22	28	35
15	17	17	0	20	0	0	17	0	16	0	0	18	0
0	18	0	0	16	0	17	0	0	20	0	17	17	15
30	0	29	0	32	0	0	24	0	25	0	28	28	31
31	28	28	0	25	0	24	0	0	32	0	29	0	30
25	18	0	18	18	0	18	27	0	24	0	18	18	0
0	18	18	0	24	0	27	18	0	18	18	0	18	25
2	0	0	0	11	0	11	3	0	4	4	0	0	9
9	0	0	4	4	0	3	11	0	11	0	0	0	2
7	19	0	0	19	0	19	8	0	8	0	19	19	19
19	19	19	0	8	0	8	19	0	19	0	0	19	7
0	31	29	30	30	0	29	28	0	29	0	28	29	0
0	29	28	0	29	0	28	29	0	30	30	29	31	0
0	32	32	0	25	0	0	33	0	33	0	0	34	34
34	34	0	0	33	0	33	0	0	25	0	32	32	0
12	0	13	0	16	0	0	18	18	18	0	15	0	18
32	0	34	12	12	0	12	0	0	34	0	13	0	13
13	0	13	0	34	0	0	12	0	12	12	34	0	32
0	27	27	0	29	0	26	18	0	18	0	18	18	0
0	18	18	0	18	0	18	26	0	29	0	27	27	0
0	30	30	0	22	0	21	0	0	32	0	22	0	29
29	0	22	0	32	0	0	21	0	22	0	30	30	0
0	0	36	35	50	0	0	35	0	37	0	49	48	0
0	48	49	0	37	0	35	0	0	50	35	36	0	0
22	22	22	0	51	0	50	20	0	21	43	17	0	23
23	0	17	43	21	0	20	50	0	51	0	22	22	22
0	10	11	0	13	0	0	11	0	11	11	0	11	12
26	0	57	0	29	0	0	51	0	51	29	0	51	0
0	0	44	0	47	0	49	0	0	40	40	46	45	0
0	45	46	40	40	0	0	49	0	47	0	44	0	0
23	0	19	16	24	0	22	15	0	16	0	22	0	0
0	0	22	0	16	0	15	22	0	24	16	19	0	23
19	19	0	0	18	0	18	20	0	19	0	13	17	0
0	17	13	0	19	0	20	18	0	18	0	0	19	19
0	28	28	0	29	0	0	24	0	24	0	28	0	29
29	0	28	0	24	0	24	0	0	29	0	28	28	0
0	24	25	0	35	0	0	29	0	29	36	0	35	0
0	0	42	0	14	0	16	16	0	44	0	16	0	37
37	0	16	0	44	0	16	16	0	14	0	42	0	0
21	0	22	22	23	0	0	18	0	20	0	24	0	0
18	0	0	0	27	0	29	29	0	18	0	26	15	32
32	15	26	0	18	0	29	29	0	27	0	0	0	18
0	35	34	35	36	0	0	34	0	34	0	38	38	37
37	38	38	0	34	0	34	0	0	36	35	34	35	0
0	33	33	0	54	0	0	32	0	32	0	53	54	54
54	54	53	0	32	0	32	0	0	54	0	33	33	0
16	31	31	0	15	0	15	30	0	31	32	15	13	15
15	13	15	32	31	0	30	15	0	15	0	31	31	16
0	31	32	0	0	0	3	4	0	36	0	16	0	3
3	0	16	0	36	0	4	3	0	0	0	32	31	0
